2017-08-13,"8-13 Game 1, Postgame Wrap: Giants 4, Nationals 2",https://audioboom.com/posts/6200854-8-13-game-1-postgame-wrap-giants-4-nationals-2.mp3,"8-13 Game 1, Postgame Highlights: Giants 4, Nationals 2",https://audioboom.com/posts/6200833-8-13-game-1-postgame-highlights-giants-4-nationals-2.mp3
2017-08-12,"8-12 Postgame Wrap: Nationals 3, Giants 1",https://audioboom.com/posts/6199874-8-12-postgame-wrap-nationals-3-giants-1.mp3,"8-12 Postgame Highlights: Nationals 3, Giants 1",https://audioboom.com/posts/6199881-8-12-postgame-highlights-nationals-3-giants-1.mp3
2017-08-09,"8-9 Postgame Wrap: Giants  3, Cubs 1",https://audioboom.com/posts/6189767-8-9-postgame-wrap-giants-3-cubs-1.mp3,"8-9 Postgame Highlights: Giants 3, Cubs 1",https://audioboom.com/posts/6189782-8-9-postgame-highlights-giants-3-cubs-1.mp3
2017-08-08,"88 Postgame Wrap: Giants 6, Cubs 3",https://audioboom.com/posts/6186864-8-8-postgame-wrap-giants-6-cubs-3.mp3,"Dave Flemming gives you the highlights from the Giants 63 win over the Cubs on Tuesday night",https://audioboom.com/posts/6186866-8-8-postgame-highlights-giants-6-cubs-3.mp3
2017-08-07,"8-7 Postgame Wrap: Cubs 5, Giants 3",https://audioboom.com/posts/6183073-8-7-postgame-wrap-cubs-5-giants-3.mp3,"8-7 Postgame Highlights: Cubs 5, Giants 3",https://audioboom.com/posts/6183070-8-7-postgame-highlights-cubs-5-giants-3.mp3
2017-08-06,"8-6 Postgame Wrap: Giants 6, Diamondbacks 3",https://audioboom.com/posts/6178762-8-6-postgame-wrap-giants-6-diamondbacks-3.mp3,"8-6 Postgame Highlights: Giants 6, Diamondbacks 3",https://audioboom.com/posts/6178787-8-6-postgame-highlights-giants-6-diamondbacks-3.mp3
2017-08-05,"8-5 Postgame Wrap: Giants 5, DBacks 4",https://audioboom.com/posts/6177545-8-5-postgame-wrap-giants-5-dbacks-4.mp3,"8-5 Postgame Highlights: Giants 5, DBacks 4",https://audioboom.com/posts/6177555-8-5-postgame-highlights-giants-5-dbacks-4.mp3
2017-08-04,"8-4 Postgame Wrap: D-Backs 2, Giants 1",https://audioboom.com/posts/6175985-8-4-postgame-wrap-d-backs-2-giants-1.mp3
2017-08-03,"8-3 Postgame Wrap: Giants 11, A's 2",https://audioboom.com/posts/6172370-8-3-postgame-wrap-giants-11-a-s-2.mp3,"8-3 Postgame Highlights: Giants 11, A's 2",https://audioboom.com/posts/6172372-8-3-postgame-highlights-giants-11-a-s-2.mp3
2017-08-02,"8-2 Postgame Wrap: A's 6, Giants 1",https://audioboom.com/posts/6168635-8-2-postgame-wrap-a-s-6-giants-1.mp3,"8-2 Postgame Highlights: A's 6, Giants 1",https://audioboom.com/posts/6168637-8-2-postgame-highlights-a-s-6-giants-1.mp3
2017-08-01,"8-1 Postgame Wrap: Giants 10, Athletics 4",https://audioboom.com/posts/6164416-8-1-postgame-wrap-giants-10-athletics-4.mp3,"8-1 Postgame Highlights: Giants 10, Athletics 4",https://audioboom.com/posts/6164417-8-1-postgame-highlights-giants-10-athletics-4.mp3
2017-07-31,"7-31 Postgame Wrap: Athletics 8, Giants 5",https://audioboom.com/posts/6160785-7-31-postgame-wrap-athletics-8-giants-5.mp3,"7-31 Postgame Highlights: Athletics 8, Giants 5",https://audioboom.com/posts/6160792-7-31-postgame-highlights-athletics-8-giants-5.mp3
2017-07-30,"7-30 Postgame Wrap: Dodgers 3, Giants 2",https://audioboom.com/posts/6156907-7-30-postgame-wrap-dodgers-3-giants-2.mp3,"Postgame Highlights: Dodgers 3, Giants 2",https://audioboom.com/posts/6156913-postgame-highlights-dodgers-3-giants-2.mp3
2017-07-29,"7-29 Postgame Wrap: Dodgers 2, Giants 1",https://audioboom.com/posts/6154666-7-29-postgame-wrap-dodgers-2-giants-1.mp3,"7-29 Postgame Highlights: Dodgers 2, Giants 1",https://audioboom.com/posts/6154677-7-29-postgame-highlights-dodgers-2-giants-1.mp3
2017-07-28,"7-28 Postgame Wrap: Dodgers 6, Giants 4",https://audioboom.com/posts/6153493-7-28-postgame-wrap-dodgers-6-giants-4.mp3,"7-28 Postgame Recap: Dodgers 6, Giants 4",https://audioboom.com/posts/6153494-7-28-postgame-recap-dodgers-6-giants-4.mp3
2017-07-26,"7-26 Postgame Wrap: Giants 2, Pirates 1",https://audioboom.com/posts/6145398-7-26-postgame-wrap-giants-2-pirates-1.mp3,"7-26 Postgame Highlights: Giants 2, Pirates 1",https://audioboom.com/posts/6145400-7-26-postgame-highlights-giants-2-pirates-1.mp3
2017-07-25,"7-25 Postgame Wrap: Giants 11, Pirates 3",https://audioboom.com/posts/6142471-7-25-postgame-wrap-giants-11-pirates-3.mp3,"7-25 Postgame Highlights: Giants 11, Pirates 3",https://audioboom.com/posts/6142472-7-25-postgame-highlights-giants-11-pirates-3.mp3
2017-07-24,"7-24 Postgame Wrap: Pirates 10, Giants 3",https://audioboom.com/posts/6138817-7-24-postgame-wrap-pirates-10-giants-3.mp3,"7-24 Postgame Highlights: Pirates 10, Giants 3",https://audioboom.com/posts/6138818-7-24-postgame-highlights-pirates-10-giants-3.mp3
2017-07-23,"7-23 Postgame Wrap: Padres 5, Giants 2",https://audioboom.com/posts/6134031-7-23-postgame-wrap-padres-5-giants-2.mp3,"7-23 Postgame Highlights: Padres 5, Giants 2",https://audioboom.com/posts/6134067-7-23-postgame-highlights-padres-5-giants-2.mp3
2017-07-22,"7-22 Postgame Wrap: Giants 5, Padres 4",https://audioboom.com/posts/6132495-7-22-postgame-wrap-giants-5-padres-4.mp3,"7-22 Postgame Highlights: Giants 5, Padres 4",https://audioboom.com/posts/6132526-7-22-postgame-highlights-giants-5-padres-4.mp3
2017-07-22,"7-21 Postgame Wrap: Padres 12, Giants 9",https://audioboom.com/posts/6131044-7-21-postgame-wrap-padres-12-giants-9.mp3,"7-21 Postgame Highlights: Padres 12, Giants 9",https://audioboom.com/posts/6131038-7-21-postgame-highlights-padres-12-giants-9.mp3
2017-07-20,"7-20 Postgame Wrap: Padres 5, Giants 2",https://audioboom.com/posts/6127760-7-20-postgame-wrap-padres-5-giants-2.mp3,"7-20 Postgame Highlights: Padres 5, Giants 2",https://audioboom.com/posts/6127763-7-20-postgame-highlights-padres-5-giants-2.mp3
